Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <hasStage>  ?d  ?d  <subClassOf>  <III>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.121662724,0.895522388,0.904522613,360,402,398,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <IV>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.060155458,0.87254902,0.931937173,178,204,191,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.019323671,0.489795918,0.489795918,24,49,49,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <General>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020128824,0.367647059,0.367647059,25,68,68,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <I>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.019939169,0.295,0.295,59,200,200,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <II>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.028050017,0.697478992,0.697478992,83,119,119,?a
?a  <hasStage>  <IV>  ?a  <hasToxicity>  <General>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.028985507,0.404494382,0.404494382,36,89,89,?a
?a  <hasToxicity>  <General>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.018518519,0.442307692,0.442307692,23,52,52,?a
?a  <hasToxicity>  <NoToxicity>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.024959742,0.46969697,0.46969697,31,66,66,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <General>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.019323671,0.444444444,0.444444444,24,54,54,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012882448,0.432432432,0.432432432,16,37,37,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.073268921,0.427230047,0.427230047,91,213,213,?a
?a  <hasToxicity>  <NoToxicity>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020933977,0.684210526,0.684210526,26,38,38,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.461538462,0.461538462,18,39,39,?a
?a  <hasStage>  <IVA>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.431818182,0.431818182,19,44,44,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.039452496,0.5,0.5,49,98,98,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.034621578,0.425742574,0.425742574,43,101,101,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.463414634,0.463414634,19,41,41,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.070048309,0.439393939,0.439393939,87,198,198,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.02979066,0.513888889,0.513888889,37,72,72,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.486486486,0.486486486,18,37,37,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.473684211,0.473684211,18,38,38,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.042673108,0.449152542,0.449152542,53,118,118,?a
?a  <hasToxicity>  <Renal>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.01610306,0.512820513,0.512820513,20,39,39,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012882448,0.470588235,0.470588235,16,34,34,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.428571429,0.428571429,18,42,42,?a
?a  <hasToxicity>  <Pneumological>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.02173913,0.473684211,0.473684211,27,57,57,?a
?a  <hasStage>  <IV>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.01610306,0.465116279,0.465116279,20,43,43,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.028180354,0.426829268,0.426829268,35,82,82,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.030595813,0.417582418,0.417582418,38,91,91,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.047504026,0.421428571,0.421428571,59,140,140,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.043478261,0.43902439,0.43902439,54,123,123,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.011272142,0.466666667,0.466666667,14,30,30,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Renal>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.422222222,0.422222222,19,45,45,?a
?a  <hasToxicity>  <Pneumological>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.038647343,0.424778761,0.424778761,48,113,113,?a
?a  <hasToxicity>  <Pneumological>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.033816425,0.6,0.6,42,70,70,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.114331723,0.412790698,0.412790698,142,344,344,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.111916264,0.423780488,0.423780488,139,328,328,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.081320451,0.412244898,0.412244898,101,245,245,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012077295,0.576923077,0.576923077,15,26,26,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.026570048,0.452054795,0.452054795,33,73,73,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.042673108,0.449152542,0.449152542,53,118,118,?a
?a  <hasOncologicalTreatment>  <Prophylactic>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.6,0.6,18,30,30,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012077295,0.535714286,0.535714286,15,28,28,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.022544283,0.49122807,0.49122807,28,57,57,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.019323671,0.436363636,0.436363636,24,55,55,?a
?a  <hasStage>  <IV>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020933977,0.393939394,0.393939394,26,66,66,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.107085346,0.386627907,0.386627907,133,344,344,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.035426731,0.435643564,0.435643564,44,101,101,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.051529791,0.390243902,0.390243902,64,164,164,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.070853462,0.403669725,0.403669725,88,218,218,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.413043478,0.413043478,19,46,46,?a
?a  <hasBio>  <PDL1>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.395833333,0.395833333,19,48,48,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.056360709,0.440251572,0.440251572,70,159,159,?a
?a  <hasGender>  <Female>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.431818182,0.431818182,19,44,44,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.045088567,0.388888889,0.388888889,56,144,144,?a
?a  <hasGender>  <Female>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.031400966,0.619047619,0.619047619,39,63,63,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.042673108,0.381294964,0.381294964,53,139,139,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.02173913,0.490909091,0.490909091,27,55,55,?a
?a  <hasGender>  <Female>  ?a  <hasStage>  <IIIB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.01610306,0.487804878,0.487804878,20,41,41,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.02979066,0.5,0.5,37,74,74,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoBRAF>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.464285714,0.464285714,13,28,28,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoEGFR>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.041062802,0.418032787,0.418032787,51,122,122,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.017713366,0.44,0.44,22,50,50,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Prophylactic>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.011272142,0.666666667,0.666666667,14,21,21,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.033816425,0.456521739,0.456521739,42,92,92,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.074879227,0.424657534,0.424657534,93,219,219,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.040257649,0.41322314,0.41322314,50,121,121,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoROS1>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.027375201,0.409638554,0.409638554,34,83,83,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoALK>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.039452496,0.429824561,0.429824561,49,114,114,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.019323671,0.393442623,0.393442623,24,61,61,?a
?a  <hasBio>  <PDL1>  ?a  <hasGender>  <Female>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020128824,0.446428571,0.446428571,25,56,56,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.058776167,0.426900585,0.426900585,73,171,171,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.016908213,0.477272727,0.477272727,21,44,44,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.028180354,0.393258427,0.393258427,35,89,89,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.43902439,0.43902439,18,41,41,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasStage>  <IIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.01610306,0.4,0.4,20,50,50,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasStage>  <IIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012077295,0.454545455,0.454545455,15,33,33,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasStage>  <IIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.4,0.4,18,45,45,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.02979066,0.46835443,0.46835443,37,79,79,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.063607085,0.396984925,0.396984925,79,199,199,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.01610306,0.4,0.4,20,50,50,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.473684211,0.473684211,18,38,38,?a
?a  <hasRace>  <Caucasian>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.101449275,0.415841584,0.415841584,126,303,303,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012077295,0.405405405,0.405405405,15,37,37,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.022544283,0.571428571,0.571428571,28,49,49,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.054750403,0.414634146,0.414634146,68,164,164,?a
?a  <hasStage>  <IIIB>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.018518519,0.450980392,0.450980392,23,51,51,?a
?a  <hasStage>  <IIIA>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.032206119,0.465116279,0.465116279,40,86,86,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.45,0.45,18,40,40,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.074879227,0.428571429,0.428571429,93,217,217,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.038647343,0.461538462,0.461538462,48,104,104,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020933977,0.448275862,0.448275862,26,58,58,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.047504026,0.424460432,0.424460432,59,139,139,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.5,0.5,13,26,26,?a
?a  <hasBio>  <PDL1>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.419354839,0.419354839,13,31,31,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.024959742,0.449275362,0.449275362,31,69,69,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.031400966,0.414893617,0.414893617,39,94,94,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasStage>  <IB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.016908213,0.42,0.42,21,50,50,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.047504026,0.406896552,0.406896552,59,145,145,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.5,0.5,13,26,26,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasStage>  <IB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.026570048,0.4125,0.4125,33,80,80,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasStage>  <IA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.030595813,0.37254902,0.37254902,38,102,102,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasStage>  <IA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020933977,0.4,0.4,26,65,65,?a
?a  <hasStage>  <IV>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.047504026,0.608247423,0.608247423,59,97,97,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.099033816,0.389240506,0.389240506,123,316,316,?a
?a  <hasStage>  <IA>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.016908213,0.381818182,0.381818182,21,55,55,?a
?a  <hasStage>  <IVA>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.01610306,0.408163265,0.408163265,20,49,49,?a
?a  <hasNoBio>  <NoROS1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.061191626,0.381909548,0.381909548,76,199,199,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.050724638,0.401273885,0.401273885,63,157,157,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Chemotherapy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.220611916,0.411411411,0.411411411,274,666,666,?a
?a  <hasNoBio>  <NoRET>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.541666667,0.541666667,13,24,24,?a
?a  <hasNoBio>  <NoALK>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.090177134,0.391608392,0.391608392,112,286,286,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.019323671,0.436363636,0.436363636,24,55,55,?a
?a  <hasBio>  <PDL1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.031400966,0.414893617,0.414893617,39,94,94,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IVB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.025764895,0.432432432,0.432432432,32,74,74,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.05958132,0.425287356,0.425287356,74,174,174,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Adjuvant>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.013687601,0.485714286,0.485714286,17,35,35,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIIB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.046698873,0.439393939,0.439393939,58,132,132,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasStage>  <IIIB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.03784219,0.479591837,0.479591837,47,98,98,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.049919485,0.442857143,0.442857143,62,140,140,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.073268921,0.421296296,0.421296296,91,216,216,?a
?a  <hasGender>  <Male>  ?a  <hasNoBio>  <NoRET>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.018518519,0.511111111,0.511111111,23,45,45,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasStage>  <IIIB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.025764895,0.507936508,0.507936508,32,63,63,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasStage>  <IIIB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.448275862,0.448275862,13,29,29,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.013687601,0.5,0.5,17,34,34,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.072463768,0.426540284,0.426540284,90,211,211,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasStage>  <IIIB>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.024959742,0.462686567,0.462686567,31,67,67,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.013687601,0.485714286,0.485714286,17,35,35,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IVA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.015297907,0.441860465,0.441860465,19,43,43,?a
?a  <hasBio>  <PDL1>  ?a  <hasStage>  <IVA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.011272142,0.4375,0.4375,14,32,32,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012882448,0.533333333,0.533333333,16,30,30,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.028985507,0.423529412,0.423529412,36,85,85,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.020933977,0.448275862,0.448275862,26,58,58,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.028985507,0.467532468,0.467532468,36,77,77,?a
?a  <hasNoBio>  <NoRET>  ?a  <hasStage>  <IIIA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.619047619,0.619047619,13,21,21,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IVA>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.014492754,0.391304348,0.391304348,18,46,46,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasStage>  <IV>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.419354839,0.419354839,13,31,31,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasRace>  <Caucasian>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.023349436,0.491525424,0.491525424,29,59,59,?a
